"Plot Title: 20892156"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20892156, SEN S/N: 20892156)","Coupler Attached (LGR S/N: 20892156)","Host Connected (LGR S/N: 20892156)","Coupler Detached (LGR S/N: 20892156)","End Of File (LGR S/N: 20892156)"
214,04/14/23 02:00:00 AM,9.373,,,,
215,04/14/23 03:00:00 AM,9.275,,,,
216,04/14/23 04:00:00 AM,9.275,,,,
217,04/14/23 05:00:00 AM,9.373,,,,
218,04/14/23 06:00:00 AM,9.373,,,,
219,04/14/23 07:00:00 AM,9.472,,,,
220,04/14/23 08:00:00 AM,9.571,,,,
221,04/14/23 09:00:00 AM,9.965,,,,
222,04/14/23 10:00:00 AM,10.357,,,,
223,04/14/23 11:00:00 AM,10.846,,,,
224,04/14/23 12:00:00 PM,11.236,,,,
225,04/14/23 01:00:00 PM,11.431,,,,
226,04/14/23 02:00:00 PM,11.722,,,,
227,04/14/23 03:00:00 PM,12.013,,,,
228,04/14/23 04:00:00 PM,12.207,,,,
229,04/14/23 05:00:00 PM,12.207,,,,
230,04/14/23 06:00:00 PM,12.110,,,,
231,04/14/23 07:00:00 PM,11.819,,,,
232,04/14/23 08:00:00 PM,11.625,,,,
233,04/14/23 09:00:00 PM,11.431,,,,
234,04/14/23 10:00:00 PM,11.236,,,,
235,04/14/23 11:00:00 PM,11.139,,,,
236,04/15/23 12:00:00 AM,11.041,,,,
237,04/15/23 01:00:00 AM,10.944,,,,
238,04/15/23 02:00:00 AM,10.846,,,,
239,04/15/23 03:00:00 AM,10.846,,,,
240,04/15/23 04:00:00 AM,10.846,,,,
241,04/15/23 05:00:00 AM,10.846,,,,
242,04/15/23 06:00:00 AM,10.846,,,,
243,04/15/23 07:00:00 AM,10.846,,,,
244,04/15/23 08:00:00 AM,10.944,,,,
245,04/15/23 09:00:00 AM,11.139,,,,
246,04/15/23 10:00:00 AM,11.334,,,,
247,04/15/23 11:00:00 AM,11.625,,,,
248,04/15/23 12:00:00 PM,12.013,,,,
249,04/15/23 01:00:00 PM,12.401,,,,
250,04/15/23 02:00:00 PM,12.690,,,,
251,04/15/23 03:00:00 PM,12.980,,,,
252,04/15/23 04:00:00 PM,13.173,,,,
253,04/15/23 05:00:00 PM,13.173,,,,
254,04/15/23 06:00:00 PM,13.076,,,,
255,04/15/23 07:00:00 PM,12.980,,,,
256,04/15/23 08:00:00 PM,12.787,,,,
257,04/15/23 09:00:00 PM,12.690,,,,
258,04/15/23 10:00:00 PM,12.594,,,,
259,04/15/23 11:00:00 PM,12.497,,,,
260,04/16/23 12:00:00 AM,12.497,,,,
261,04/16/23 01:00:00 AM,12.401,,,,
262,04/16/23 02:00:00 AM,12.401,,,,
263,04/16/23 03:00:00 AM,12.401,,,,
264,04/16/23 04:00:00 AM,12.401,,,,
265,04/16/23 05:00:00 AM,12.304,,,,
266,04/16/23 06:00:00 AM,12.304,,,,
267,04/16/23 07:00:00 AM,12.304,,,,
268,04/16/23 08:00:00 AM,12.304,,,,
269,04/16/23 09:00:00 AM,12.401,,,,
270,04/16/23 10:00:00 AM,12.497,,,,
271,04/16/23 11:00:00 AM,12.690,,,,
272,04/16/23 12:00:00 PM,12.787,,,,
273,04/16/23 01:00:00 PM,12.980,,,,
274,04/16/23 02:00:00 PM,13.269,,,,
275,04/16/23 03:00:00 PM,13.558,,,,
276,04/16/23 04:00:00 PM,13.750,,,,
277,04/16/23 05:00:00 PM,13.942,,,,
278,04/16/23 06:00:00 PM,14.038,,,,
279,04/16/23 07:00:00 PM,14.038,,,,
280,04/16/23 08:00:00 PM,13.942,,,,
281,04/16/23 09:00:00 PM,13.846,,,,
282,04/16/23 10:00:00 PM,13.654,,,,
283,04/16/23 11:00:00 PM,13.558,,,,
284,04/17/23 12:00:00 AM,13.461,,,,
285,04/17/23 01:00:00 AM,13.461,,,,
286,04/17/23 02:00:00 AM,13.365,,,,
287,04/17/23 03:00:00 AM,13.365,,,,
288,04/17/23 04:00:00 AM,13.269,,,,
289,04/17/23 05:00:00 AM,13.269,,,,
290,04/17/23 06:00:00 AM,13.269,,,,
291,04/17/23 07:00:00 AM,13.173,,,,
292,04/17/23 08:00:00 AM,13.173,,,,
293,04/17/23 09:00:00 AM,13.173,,,,
294,04/17/23 10:00:00 AM,13.173,,,,
295,04/17/23 11:00:00 AM,13.173,,,,
296,04/17/23 12:00:00 PM,13.173,,,,
297,04/17/23 01:00:00 PM,13.173,,,,
298,04/17/23 02:00:00 PM,13.173,,,,
299,04/17/23 03:00:00 PM,13.173,,,,
300,04/17/23 04:00:00 PM,13.173,,,,
301,04/17/23 05:00:00 PM,13.173,,,,
302,04/17/23 06:00:00 PM,13.076,,,,
303,04/17/23 07:00:00 PM,13.076,,,,
304,04/17/23 08:00:00 PM,13.076,,,,
305,04/17/23 09:00:00 PM,13.076,,,,
306,04/17/23 10:00:00 PM,13.076,,,,
307,04/17/23 11:00:00 PM,13.076,,,,
308,04/18/23 12:00:00 AM,13.173,,,,
309,04/18/23 01:00:00 AM,13.076,,,,
310,04/18/23 02:00:00 AM,13.076,,,,
311,04/18/23 03:00:00 AM,13.076,,,,
312,04/18/23 04:00:00 AM,12.980,,,,
313,04/18/23 05:00:00 AM,12.980,,,,
314,04/18/23 06:00:00 AM,12.883,,,,
315,04/18/23 07:00:00 AM,12.787,,,,
316,04/18/23 08:00:00 AM,12.787,,,,
317,04/18/23 09:00:00 AM,12.787,,,,
318,04/18/23 10:00:00 AM,12.787,,,,
319,04/18/23 11:00:00 AM,12.787,,,,
320,04/18/23 12:00:00 PM,12.980,,,,
321,04/18/23 01:00:00 PM,13.173,,,,
322,04/18/23 02:00:00 PM,13.269,,,,
323,04/18/23 03:00:00 PM,13.365,,,,
324,04/18/23 04:00:00 PM,13.558,,,,
325,04/18/23 05:00:00 PM,13.558,,,,
326,04/18/23 06:00:00 PM,13.558,,,,
327,04/18/23 07:00:00 PM,13.461,,,,
328,04/18/23 08:00:00 PM,13.365,,,,
329,04/18/23 09:00:00 PM,13.269,,,,
330,04/18/23 10:00:00 PM,13.173,,,,
331,04/18/23 11:00:00 PM,13.076,,,,
332,04/19/23 12:00:00 AM,13.076,,,,
333,04/19/23 01:00:00 AM,12.980,,,,
334,04/19/23 02:00:00 AM,12.883,,,,
335,04/19/23 03:00:00 AM,12.787,,,,
336,04/19/23 04:00:00 AM,12.690,,,,
337,04/19/23 05:00:00 AM,12.594,,,,
338,04/19/23 06:00:00 AM,12.497,,,,
339,04/19/23 07:00:00 AM,12.401,,,,
340,04/19/23 08:00:00 AM,12.401,,,,
341,04/19/23 09:00:00 AM,12.401,,,,
342,04/19/23 10:00:00 AM,12.497,,,,
343,04/19/23 11:00:00 AM,12.497,,,,
344,04/19/23 12:00:00 PM,12.594,,,,
345,04/19/23 01:00:00 PM,12.594,,,,
346,04/19/23 02:00:00 PM,12.594,,,,
347,04/19/23 03:00:00 PM,12.594,,,,
348,04/19/23 04:00:00 PM,12.497,,,,
349,04/19/23 05:00:00 PM,12.497,,,,
350,04/19/23 06:00:00 PM,12.401,,,,
351,04/19/23 07:00:00 PM,12.304,,,,
352,04/19/23 08:00:00 PM,12.110,,,,
353,04/19/23 09:00:00 PM,12.013,,,,
354,04/19/23 10:00:00 PM,11.916,,,,
355,04/19/23 11:00:00 PM,11.819,,,,
356,04/20/23 12:00:00 AM,11.722,,,,
357,04/20/23 01:00:00 AM,11.625,,,,
358,04/20/23 02:00:00 AM,11.528,,,,
359,04/20/23 03:00:00 AM,11.431,,,,
360,04/20/23 04:00:00 AM,11.431,,,,
361,04/20/23 05:00:00 AM,11.236,,,,
362,04/20/23 06:00:00 AM,11.139,,,,
363,04/20/23 07:00:00 AM,11.041,,,,
364,04/20/23 08:00:00 AM,11.041,,,,
365,04/20/23 09:00:00 AM,11.041,,,,
366,04/20/23 10:00:00 AM,11.236,,,,
367,04/20/23 11:00:00 AM,11.528,,,,
368,04/20/23 12:00:00 PM,11.916,,,,
369,04/20/23 01:00:00 PM,12.207,,,,
370,04/20/23 02:00:00 PM,12.497,,,,
371,04/20/23 03:00:00 PM,12.883,,,,
372,04/20/23 04:00:00 PM,12.883,,,,
373,04/20/23 05:00:00 PM,12.690,,,,
374,04/20/23 06:00:00 PM,12.690,,,,
375,04/20/23 07:00:00 PM,12.497,,,,
376,04/20/23 08:00:00 PM,12.304,,,,
377,04/20/23 09:00:00 PM,12.110,,,,
378,04/20/23 10:00:00 PM,11.916,,,,
379,04/20/23 11:00:00 PM,11.625,,,,
380,04/21/23 12:00:00 AM,11.431,,,,
381,04/21/23 01:00:00 AM,11.236,,,,
382,04/21/23 02:00:00 AM,11.139,,,,
383,04/21/23 03:00:00 AM,10.944,,,,
384,04/21/23 04:00:00 AM,10.846,,,,
385,04/21/23 05:00:00 AM,10.748,,,,
386,04/21/23 06:00:00 AM,10.748,,,,
387,04/21/23 07:00:00 AM,10.651,,,,
388,04/21/23 08:00:00 AM,10.651,,,,
389,04/21/23 09:00:00 AM,10.651,,,,
390,04/21/23 10:00:00 AM,10.748,,,,
391,04/21/23 11:00:00 AM,10.846,,,,
392,04/21/23 12:00:00 PM,11.041,,,,
393,04/21/23 01:00:00 PM,11.334,,,,
394,04/21/23 02:00:00 PM,11.625,,,,
395,04/21/23 03:00:00 PM,11.819,,,,
396,04/21/23 04:00:00 PM,12.013,,,,
397,04/21/23 05:00:00 PM,12.110,,,,
398,04/21/23 06:00:00 PM,12.013,,,,
399,04/21/23 07:00:00 PM,11.916,,,,
400,04/21/23 08:00:00 PM,11.625,,,,
401,04/21/23 09:00:00 PM,11.431,,,,
402,04/21/23 10:00:00 PM,11.236,,,,
403,04/21/23 11:00:00 PM,11.041,,,,
404,04/22/23 12:00:00 AM,10.846,,,,
405,04/22/23 01:00:00 AM,10.748,,,,
406,04/22/23 02:00:00 AM,10.651,,,,
407,04/22/23 03:00:00 AM,10.553,,,,
408,04/22/23 04:00:00 AM,10.553,,,,
409,04/22/23 05:00:00 AM,10.455,,,,
410,04/22/23 06:00:00 AM,10.357,,,,
411,04/22/23 07:00:00 AM,10.259,,,,
412,04/22/23 08:00:00 AM,10.357,,,,
413,04/22/23 09:00:00 AM,10.357,,,,
414,04/22/23 10:00:00 AM,10.455,,,,
415,04/22/23 11:00:00 AM,10.651,,,,
416,04/22/23 12:00:00 PM,10.846,,,,
417,04/22/23 01:00:00 PM,11.139,,,,
418,04/22/23 02:00:00 PM,11.334,,,,
419,04/22/23 03:00:00 PM,11.431,,,,
420,04/22/23 04:00:00 PM,11.528,,,,
421,04/22/23 05:00:00 PM,11.528,,,,
422,04/22/23 06:00:00 PM,11.431,,,,
423,04/22/23 07:00:00 PM,11.334,,,,
424,04/22/23 08:00:00 PM,11.139,,,,
425,04/22/23 09:00:00 PM,11.041,,,,
426,04/22/23 10:00:00 PM,10.846,,,,
427,04/22/23 11:00:00 PM,10.846,,,,
428,04/23/23 12:00:00 AM,10.748,,,,
429,04/23/23 01:00:00 AM,10.748,,,,
430,04/23/23 02:00:00 AM,10.748,,,,
431,04/23/23 03:00:00 AM,10.748,,,,
432,04/23/23 04:00:00 AM,10.748,,,,
433,04/23/23 05:00:00 AM,10.748,,,,
434,04/23/23 06:00:00 AM,10.748,,,,
435,04/23/23 07:00:00 AM,10.748,,,,
436,04/23/23 08:00:00 AM,10.846,,,,
437,04/23/23 09:00:00 AM,10.846,,,,
438,04/23/23 10:00:00 AM,10.944,,,,
439,04/23/23 11:00:00 AM,10.944,,,,
440,04/23/23 12:00:00 PM,11.041,,,,
441,04/23/23 01:00:00 PM,11.041,,,,
442,04/23/23 02:00:00 PM,11.041,,,,
443,04/23/23 03:00:00 PM,11.041,,,,
444,04/23/23 04:00:00 PM,11.041,,,,
445,04/23/23 05:00:00 PM,10.944,,,,
446,04/23/23 06:00:00 PM,10.944,,,,
447,04/23/23 07:00:00 PM,10.846,,,,
448,04/23/23 08:00:00 PM,10.748,,,,
449,04/23/23 09:00:00 PM,10.651,,,,
450,04/23/23 10:00:00 PM,10.553,,,,
451,04/23/23 11:00:00 PM,10.455,,,,
452,04/24/23 12:00:00 AM,10.357,,,,
453,04/24/23 01:00:00 AM,10.357,,,,
454,04/24/23 02:00:00 AM,10.357,,,,
455,04/24/23 03:00:00 AM,10.357,,,,
456,04/24/23 04:00:00 AM,10.357,,,,
457,04/24/23 05:00:00 AM,10.455,,,,
458,04/24/23 06:00:00 AM,10.455,,,,
459,04/24/23 07:00:00 AM,10.553,,,,
460,04/24/23 08:00:00 AM,10.553,,,,
461,04/24/23 09:00:00 AM,10.455,,,,
462,04/24/23 10:00:00 AM,10.455,,,,
463,04/24/23 11:00:00 AM,10.357,,,,
464,04/24/23 12:00:00 PM,10.259,,,,
465,04/24/23 01:00:00 PM,10.259,,,,
466,04/24/23 02:00:00 PM,10.259,,,,
467,04/24/23 03:00:00 PM,10.259,,,,
468,04/24/23 04:00:00 PM,10.259,,,,
469,04/24/23 05:00:00 PM,10.259,,,,
470,04/24/23 06:00:00 PM,10.161,,,,
471,04/24/23 07:00:00 PM,9.965,,,,
472,04/24/23 08:00:00 PM,9.866,,,,
473,04/24/23 09:00:00 PM,9.768,,,,
474,04/24/23 10:00:00 PM,9.669,,,,
475,04/24/23 11:00:00 PM,9.669,,,,
476,04/25/23 12:00:00 AM,9.571,,,,
477,04/25/23 01:00:00 AM,9.472,,,,
478,04/25/23 02:00:00 AM,9.373,,,,
479,04/25/23 03:00:00 AM,9.176,,,,
480,04/25/23 04:00:00 AM,9.077,,,,
481,04/25/23 05:00:00 AM,8.978,,,,
482,04/25/23 06:00:00 AM,8.879,,,,
483,04/25/23 07:00:00 AM,8.779,,,,
484,04/25/23 08:00:00 AM,8.680,,,,
485,04/25/23 09:00:00 AM,8.680,,,,
486,04/25/23 10:00:00 AM,8.581,,,,
487,04/25/23 11:00:00 AM,8.581,,,,
488,04/25/23 12:00:00 PM,8.581,,,,
489,04/25/23 01:00:00 PM,8.581,,,,
490,04/25/23 02:00:00 PM,8.581,,,,
491,04/25/23 03:00:00 PM,8.581,,,,
492,04/25/23 04:00:00 PM,8.581,,,,
493,04/25/23 05:00:00 PM,8.481,,,,
494,04/25/23 06:00:00 PM,8.481,,,,
495,04/25/23 07:00:00 PM,8.382,,,,
496,04/25/23 08:00:00 PM,8.382,,,,
497,04/25/23 09:00:00 PM,8.282,,,,
498,04/25/23 10:00:00 PM,8.282,,,,
499,04/25/23 11:00:00 PM,8.282,,,,
500,04/26/23 12:00:00 AM,8.282,,,,
501,04/26/23 01:00:00 AM,8.182,,,,
502,04/26/23 02:00:00 AM,8.182,,,,
503,04/26/23 03:00:00 AM,8.182,,,,
504,04/26/23 04:00:00 AM,8.182,,,,
505,04/26/23 05:00:00 AM,8.182,,,,
506,04/26/23 06:00:00 AM,8.082,,,,
507,04/26/23 07:00:00 AM,8.082,,,,
508,04/26/23 08:00:00 AM,8.082,,,,
509,04/26/23 09:00:00 AM,8.182,,,,
510,04/26/23 10:00:00 AM,8.182,,,,
511,04/26/23 11:00:00 AM,8.182,,,,
512,04/26/23 12:00:00 PM,8.282,,,,
513,04/26/23 01:00:00 PM,8.282,,,,
514,04/26/23 02:00:00 PM,8.282,,,,
515,04/26/23 03:00:00 PM,8.382,,,,
516,04/26/23 04:00:00 PM,8.382,,,,
517,04/26/23 05:00:00 PM,8.382,,,,
518,04/26/23 06:00:00 PM,8.382,,,,
519,04/26/23 07:00:00 PM,8.382,,,,
520,04/26/23 08:00:00 PM,8.282,,,,
521,04/26/23 09:00:00 PM,8.282,,,,
522,04/26/23 10:00:00 PM,8.282,,,,
523,04/26/23 11:00:00 PM,8.182,,,,
524,04/27/23 12:00:00 AM,8.182,,,,
525,04/27/23 01:00:00 AM,8.182,,,,
526,04/27/23 02:00:00 AM,8.082,,,,
527,04/27/23 03:00:00 AM,8.082,,,,
528,04/27/23 04:00:00 AM,8.082,,,,
529,04/27/23 05:00:00 AM,7.983,,,,
530,04/27/23 06:00:00 AM,7.983,,,,
531,04/27/23 07:00:00 AM,7.983,,,,
532,04/27/23 08:00:00 AM,8.082,,,,
533,04/27/23 09:00:00 AM,8.182,,,,
534,04/27/23 10:00:00 AM,8.282,,,,
535,04/27/23 11:00:00 AM,8.382,,,,
536,04/27/23 12:00:00 PM,8.481,,,,
537,04/27/23 01:00:00 PM,8.680,,,,
538,04/27/23 02:00:00 PM,8.978,,,,
539,04/27/23 03:00:00 PM,9.077,,,,
540,04/27/23 04:00:00 PM,9.176,,,,
541,04/27/23 05:00:00 PM,9.077,,,,
542,04/27/23 06:00:00 PM,9.077,,,,
543,04/27/23 07:00:00 PM,9.077,,,,
544,04/27/23 08:00:00 PM,8.978,,,,
545,04/27/23 09:00:00 PM,8.879,,,,
546,04/27/23 10:00:00 PM,8.779,,,,
547,04/27/23 11:00:00 PM,8.680,,,,
