"Plot Title: 20892188"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20892188, SEN S/N: 20892188)","Coupler Attached (LGR S/N: 20892188)","Host Connected (LGR S/N: 20892188)","Coupler Detached (LGR S/N: 20892188)","End Of File (LGR S/N: 20892188)"
41,04/29/23 04:00:00 AM,18.806,,,,
42,04/29/23 05:00:00 AM,18.616,,,,
43,04/29/23 06:00:00 AM,18.521,,,,
44,04/29/23 07:00:00 AM,18.616,,,,
45,04/29/23 08:00:00 AM,18.806,,,,
46,04/29/23 09:00:00 AM,19.187,,,,
47,04/29/23 10:00:00 AM,19.187,,,,
48,04/29/23 11:00:00 AM,19.282,,,,
49,04/29/23 12:00:00 PM,19.377,,,,
50,04/29/23 01:00:00 PM,19.377,,,,
51,04/29/23 02:00:00 PM,19.567,,,,
52,04/29/23 03:00:00 PM,19.472,,,,
53,04/29/23 04:00:00 PM,19.472,,,,
54,04/29/23 05:00:00 PM,19.472,,,,
55,04/29/23 06:00:00 PM,19.377,,,,
56,04/29/23 07:00:00 PM,19.282,,,,
57,04/29/23 08:00:00 PM,19.092,,,,
58,04/29/23 09:00:00 PM,18.996,,,,
59,04/29/23 10:00:00 PM,18.806,,,,
60,04/29/23 11:00:00 PM,18.616,,,,
61,04/30/23 12:00:00 AM,18.521,,,,
62,04/30/23 01:00:00 AM,18.331,,,,
63,04/30/23 02:00:00 AM,18.140,,,,
64,04/30/23 03:00:00 AM,17.950,,,,
65,04/30/23 04:00:00 AM,17.855,,,,
66,04/30/23 05:00:00 AM,17.665,,,,
67,04/30/23 06:00:00 AM,17.475,,,,
68,04/30/23 07:00:00 AM,17.379,,,,
69,04/30/23 08:00:00 AM,17.189,,,,
70,04/30/23 09:00:00 AM,17.094,,,,
71,04/30/23 10:00:00 AM,16.903,,,,
72,04/30/23 11:00:00 AM,16.808,,,,
73,04/30/23 12:00:00 PM,16.713,,,,
74,04/30/23 01:00:00 PM,16.618,,,,
75,04/30/23 02:00:00 PM,16.523,,,,
76,04/30/23 03:00:00 PM,16.523,,,,
77,04/30/23 04:00:00 PM,16.427,,,,
78,04/30/23 05:00:00 PM,16.808,,,,
79,04/30/23 06:00:00 PM,17.379,,,,
80,04/30/23 07:00:00 PM,17.855,,,,
81,04/30/23 08:00:00 PM,18.236,,,,
82,04/30/23 09:00:00 PM,18.426,,,,
83,04/30/23 10:00:00 PM,18.616,,,,
84,04/30/23 11:00:00 PM,18.521,,,,
85,05/01/23 12:00:00 AM,18.426,,,,
86,05/01/23 01:00:00 AM,18.426,,,,
87,05/01/23 02:00:00 AM,18.426,,,,
88,05/01/23 03:00:00 AM,18.426,,,,
89,05/01/23 04:00:00 AM,18.521,,,,
90,05/01/23 05:00:00 AM,18.521,,,,
91,05/01/23 06:00:00 AM,18.616,,,,
92,05/01/23 07:00:00 AM,18.616,,,,
93,05/01/23 08:00:00 AM,18.616,,,,
94,05/01/23 09:00:00 AM,18.711,,,,
95,05/01/23 10:00:00 AM,18.711,,,,
96,05/01/23 11:00:00 AM,18.806,,,,
97,05/01/23 12:00:00 PM,18.901,,,,
98,05/01/23 01:00:00 PM,18.996,,,,
99,05/01/23 02:00:00 PM,19.092,,,,
100,05/01/23 03:00:00 PM,23.100,,,,
101,05/01/23 04:00:00 PM,22.142,,,,
102,05/01/23 05:00:00 PM,20.901,,,,
103,05/01/23 06:00:00 PM,20.424,,,,
104,05/01/23 07:00:00 PM,20.138,,,,
105,05/01/23 08:00:00 PM,19.948,,,,
106,05/01/23 09:00:00 PM,19.948,,,,
107,05/01/23 10:00:00 PM,19.853,,,,
108,05/01/23 11:00:00 PM,19.758,,,,
109,05/02/23 12:00:00 AM,19.662,,,,
110,05/02/23 01:00:00 AM,19.567,,,,
111,05/02/23 02:00:00 AM,19.472,,,,
112,05/02/23 03:00:00 AM,19.377,,,,
113,05/02/23 04:00:00 AM,19.282,,,,
114,05/02/23 05:00:00 AM,19.187,,,,
115,05/02/23 06:00:00 AM,18.996,,,,
116,05/02/23 07:00:00 AM,18.901,,,,
117,05/02/23 08:00:00 AM,18.901,,,,
118,05/02/23 09:00:00 AM,18.901,,,,
119,05/02/23 10:00:00 AM,18.901,,,,
120,05/02/23 11:00:00 AM,18.901,,,,
121,05/02/23 12:00:00 PM,18.901,,,,
122,05/02/23 01:00:00 PM,18.901,,,,
123,05/02/23 02:00:00 PM,18.901,,,,
124,05/02/23 03:00:00 PM,18.901,,,,
125,05/02/23 04:00:00 PM,18.901,,,,
126,05/02/23 05:00:00 PM,18.901,,,,
127,05/02/23 06:00:00 PM,18.901,,,,
128,05/02/23 07:00:00 PM,18.806,,,,
129,05/02/23 08:00:00 PM,18.806,,,,
130,05/02/23 09:00:00 PM,18.806,,,,
131,05/02/23 10:00:00 PM,18.806,,,,
132,05/02/23 11:00:00 PM,18.711,,,,
133,05/03/23 12:00:00 AM,18.616,,,,
134,05/03/23 01:00:00 AM,18.521,,,,
135,05/03/23 02:00:00 AM,18.426,,,,
136,05/03/23 03:00:00 AM,18.331,,,,
137,05/03/23 04:00:00 AM,18.236,,,,
138,05/03/23 05:00:00 AM,18.140,,,,
139,05/03/23 06:00:00 AM,18.045,,,,
140,05/03/23 07:00:00 AM,17.950,,,,
141,05/03/23 08:00:00 AM,17.855,,,,
142,05/03/23 09:00:00 AM,17.760,,,,
143,05/03/23 10:00:00 AM,17.760,,,,
144,05/03/23 11:00:00 AM,17.665,,,,
145,05/03/23 12:00:00 PM,17.570,,,,
146,05/03/23 01:00:00 PM,17.475,,,,
147,05/03/23 02:00:00 PM,17.570,,,,
148,05/03/23 03:00:00 PM,17.570,,,,
149,05/03/23 04:00:00 PM,17.570,,,,
150,05/03/23 05:00:00 PM,17.570,,,,
151,05/03/23 06:00:00 PM,17.475,,,,
152,05/03/23 07:00:00 PM,17.379,,,,
153,05/03/23 08:00:00 PM,17.379,,,,
154,05/03/23 09:00:00 PM,17.475,,,,
155,05/03/23 10:00:00 PM,17.570,,,,
156,05/03/23 11:00:00 PM,17.570,,,,
157,05/04/23 12:00:00 AM,17.475,,,,
158,05/04/23 01:00:00 AM,17.379,,,,
159,05/04/23 02:00:00 AM,17.284,,,,
160,05/04/23 03:00:00 AM,17.189,,,,
161,05/04/23 04:00:00 AM,16.999,,,,
162,05/04/23 05:00:00 AM,16.999,,,,
163,05/04/23 06:00:00 AM,17.189,,,,
164,05/04/23 07:00:00 AM,17.475,,,,
165,05/04/23 08:00:00 AM,17.760,,,,
166,05/04/23 09:00:00 AM,17.950,,,,
167,05/04/23 10:00:00 AM,18.045,,,,
168,05/04/23 11:00:00 AM,18.140,,,,
169,05/04/23 12:00:00 PM,18.140,,,,
170,05/04/23 01:00:00 PM,18.140,,,,
171,05/04/23 02:00:00 PM,18.140,,,,
172,05/04/23 03:00:00 PM,18.140,,,,
173,05/04/23 04:00:00 PM,18.140,,,,
174,05/04/23 05:00:00 PM,18.140,,,,
175,05/04/23 06:00:00 PM,18.045,,,,
176,05/04/23 07:00:00 PM,18.140,,,,
177,05/04/23 08:00:00 PM,18.236,,,,
178,05/04/23 09:00:00 PM,18.331,,,,
179,05/04/23 10:00:00 PM,18.711,,,,
180,05/04/23 11:00:00 PM,18.711,,,,
181,05/05/23 12:00:00 AM,18.711,,,,
182,05/05/23 01:00:00 AM,18.616,,,,
183,05/05/23 02:00:00 AM,18.521,,,,
184,05/05/23 03:00:00 AM,18.426,,,,
185,05/05/23 04:00:00 AM,18.236,,,,
186,05/05/23 05:00:00 AM,18.140,,,,
187,05/05/23 06:00:00 AM,18.236,,,,
188,05/05/23 07:00:00 AM,18.331,,,,
189,05/05/23 08:00:00 AM,18.521,,,,
190,05/05/23 09:00:00 AM,18.711,,,,
191,05/05/23 10:00:00 AM,18.806,,,,
192,05/05/23 11:00:00 AM,18.901,,,,
193,05/05/23 12:00:00 PM,18.996,,,,
194,05/05/23 01:00:00 PM,19.187,,,,
195,05/05/23 02:00:00 PM,19.282,,,,
196,05/05/23 03:00:00 PM,19.472,,,,
197,05/05/23 04:00:00 PM,19.567,,,,
198,05/05/23 05:00:00 PM,19.662,,,,
199,05/05/23 06:00:00 PM,19.853,,,,
200,05/05/23 07:00:00 PM,19.853,,,,
201,05/05/23 08:00:00 PM,19.948,,,,
202,05/05/23 09:00:00 PM,19.948,,,,
203,05/05/23 10:00:00 PM,19.948,,,,
204,05/05/23 11:00:00 PM,19.853,,,,
205,05/06/23 12:00:00 AM,19.758,,,,
206,05/06/23 01:00:00 AM,19.662,,,,
207,05/06/23 02:00:00 AM,19.472,,,,
208,05/06/23 03:00:00 AM,19.282,,,,
209,05/06/23 04:00:00 AM,19.092,,,,
210,05/06/23 05:00:00 AM,18.996,,,,
211,05/06/23 06:00:00 AM,18.806,,,,
212,05/06/23 07:00:00 AM,18.711,,,,
213,05/06/23 08:00:00 AM,18.711,,,,
214,05/06/23 09:00:00 AM,18.806,,,,
215,05/06/23 10:00:00 AM,18.806,,,,
216,05/06/23 11:00:00 AM,18.901,,,,
217,05/06/23 12:00:00 PM,18.996,,,,
218,05/06/23 01:00:00 PM,18.996,,,,
219,05/06/23 02:00:00 PM,19.092,,,,
220,05/06/23 03:00:00 PM,19.187,,,,
221,05/06/23 04:00:00 PM,19.377,,,,
222,05/06/23 05:00:00 PM,19.472,,,,
223,05/06/23 06:00:00 PM,19.567,,,,
224,05/06/23 07:00:00 PM,19.758,,,,
225,05/06/23 08:00:00 PM,19.853,,,,
226,05/06/23 09:00:00 PM,20.138,,,,
227,05/06/23 10:00:00 PM,20.329,,,,
228,05/06/23 11:00:00 PM,20.424,,,,
229,05/07/23 12:00:00 AM,20.424,,,,
230,05/07/23 01:00:00 AM,20.519,,,,
231,05/07/23 02:00:00 AM,20.424,,,,
232,05/07/23 03:00:00 AM,20.329,,,,
233,05/07/23 04:00:00 AM,20.234,,,,
234,05/07/23 05:00:00 AM,20.138,,,,
235,05/07/23 06:00:00 AM,19.948,,,,
236,05/07/23 07:00:00 AM,19.853,,,,
237,05/07/23 08:00:00 AM,19.758,,,,
238,05/07/23 09:00:00 AM,19.758,,,,
239,05/07/23 10:00:00 AM,19.662,,,,
240,05/07/23 11:00:00 AM,19.662,,,,
241,05/07/23 12:00:00 PM,19.758,,,,
242,05/07/23 01:00:00 PM,19.853,,,,
243,05/07/23 02:00:00 PM,19.948,,,,
244,05/07/23 03:00:00 PM,20.138,,,,
245,05/07/23 04:00:00 PM,20.234,,,,
246,05/07/23 05:00:00 PM,20.424,,,,
247,05/07/23 06:00:00 PM,20.615,,,,
248,05/07/23 07:00:00 PM,20.710,,,,
249,05/07/23 08:00:00 PM,20.996,,,,
250,05/07/23 09:00:00 PM,21.187,,,,
251,05/07/23 10:00:00 PM,21.378,,,,
252,05/07/23 11:00:00 PM,21.473,,,,
253,05/08/23 12:00:00 AM,21.569,,,,
254,05/08/23 01:00:00 AM,21.569,,,,
255,05/08/23 02:00:00 AM,21.473,,,,
256,05/08/23 03:00:00 AM,21.473,,,,
257,05/08/23 04:00:00 AM,21.378,,,,
258,05/08/23 05:00:00 AM,21.187,,,,
259,05/08/23 06:00:00 AM,21.091,,,,
260,05/08/23 07:00:00 AM,20.996,,,,
261,05/08/23 08:00:00 AM,20.901,,,,
262,05/08/23 09:00:00 AM,20.901,,,,
263,05/08/23 10:00:00 AM,20.710,,,,
264,05/08/23 11:00:00 AM,20.710,,,,
265,05/08/23 12:00:00 PM,20.805,,,,
266,05/08/23 01:00:00 PM,20.901,,,,
267,05/08/23 02:00:00 PM,22.621,,,,
268,05/08/23 03:00:00 PM,19.472,,,,
269,05/08/23 04:00:00 PM,18.901,,,,
270,05/08/23 05:00:00 PM,19.092,,,,
271,05/08/23 06:00:00 PM,18.806,,,,
272,05/08/23 07:00:00 PM,18.616,,,,
273,05/08/23 08:00:00 PM,18.331,,,,
274,05/08/23 09:00:00 PM,18.045,,,,
275,05/08/23 10:00:00 PM,17.570,,,,
276,05/08/23 11:00:00 PM,17.094,,,,
277,05/09/23 12:00:00 AM,16.713,,,,
278,05/09/23 01:00:00 AM,16.237,,,,
279,05/09/23 02:00:00 AM,15.664,,,,
280,05/09/23 03:00:00 AM,15.187,,,,
281,05/09/23 04:00:00 AM,14.709,,,,
282,05/09/23 05:00:00 AM,14.325,,,,
283,05/09/23 06:00:00 AM,14.038,,,,
284,05/09/23 07:00:00 AM,13.846,,,,
285,05/09/23 08:00:00 AM,13.750,,,,
286,05/09/23 09:00:00 AM,13.750,,,,
287,05/09/23 10:00:00 AM,14.134,,,,
288,05/09/23 11:00:00 AM,14.230,,,,
289,05/09/23 12:00:00 PM,14.613,,,,
290,05/09/23 01:00:00 PM,15.760,,,,
291,05/09/23 02:00:00 PM,16.523,,,,
292,05/09/23 03:00:00 PM,17.284,,,,
293,05/09/23 04:00:00 PM,17.475,,,,
294,05/09/23 05:00:00 PM,17.570,,,,
295,05/09/23 06:00:00 PM,17.665,,,,
296,05/09/23 07:00:00 PM,17.665,,,,
297,05/09/23 08:00:00 PM,17.570,,,,
298,05/09/23 09:00:00 PM,17.475,,,,
299,05/09/23 10:00:00 PM,17.284,,,,
300,05/09/23 11:00:00 PM,17.094,,,,
301,05/10/23 12:00:00 AM,16.903,,,,
302,05/10/23 01:00:00 AM,16.523,,,,
303,05/10/23 02:00:00 AM,16.141,,,,
304,05/10/23 03:00:00 AM,15.760,,,,
305,05/10/23 04:00:00 AM,15.378,,,,
306,05/10/23 05:00:00 AM,14.996,,,,
307,05/10/23 06:00:00 AM,14.613,,,,
308,05/10/23 07:00:00 AM,14.230,,,,
309,05/10/23 08:00:00 AM,14.038,,,,
310,05/10/23 09:00:00 AM,14.038,,,,
311,05/10/23 10:00:00 AM,14.230,,,,
312,05/10/23 11:00:00 AM,14.517,,,,
313,05/10/23 12:00:00 PM,14.996,,,,
314,05/10/23 01:00:00 PM,15.855,,,,
315,05/10/23 02:00:00 PM,16.427,,,,
316,05/10/23 03:00:00 PM,17.475,,,,
317,05/10/23 04:00:00 PM,17.950,,,,
318,05/10/23 05:00:00 PM,18.711,,,,
319,05/10/23 06:00:00 PM,18.711,,,,
320,05/10/23 07:00:00 PM,18.806,,,,
321,05/10/23 08:00:00 PM,18.806,,,,
322,05/10/23 09:00:00 PM,18.711,,,,
323,05/10/23 10:00:00 PM,18.616,,,,
324,05/10/23 11:00:00 PM,18.521,,,,
325,05/11/23 12:00:00 AM,18.331,,,,
326,05/11/23 01:00:00 AM,18.140,,,,
327,05/11/23 02:00:00 AM,17.950,,,,
328,05/11/23 03:00:00 AM,17.665,,,,
329,05/11/23 04:00:00 AM,17.379,,,,
330,05/11/23 05:00:00 AM,17.094,,,,
331,05/11/23 06:00:00 AM,16.808,,,,
332,05/11/23 07:00:00 AM,16.523,,,,
333,05/11/23 08:00:00 AM,16.427,,,,
334,05/11/23 09:00:00 AM,16.332,,,,
335,05/11/23 10:00:00 AM,16.618,,,,
336,05/11/23 11:00:00 AM,16.999,,,,
337,05/11/23 12:00:00 PM,17.379,,,,
338,05/11/23 01:00:00 PM,18.236,,,,
339,05/11/23 02:00:00 PM,18.806,,,,
340,05/11/23 03:00:00 PM,19.662,,,,
341,05/11/23 04:00:00 PM,19.948,,,,
342,05/11/23 05:00:00 PM,20.519,,,,
343,05/11/23 06:00:00 PM,20.805,,,,
344,05/11/23 07:00:00 PM,20.710,,,,
345,05/11/23 08:00:00 PM,20.519,,,,
346,05/11/23 09:00:00 PM,20.615,,,,
347,05/11/23 10:00:00 PM,20.615,,,,
348,05/11/23 11:00:00 PM,20.519,,,,
349,05/12/23 12:00:00 AM,20.424,,,,
350,05/12/23 01:00:00 AM,20.234,,,,
351,05/12/23 02:00:00 AM,20.043,,,,
352,05/12/23 03:00:00 AM,19.758,,,,
353,05/12/23 04:00:00 AM,19.567,,,,
354,05/12/23 05:00:00 AM,19.282,,,,
355,05/12/23 06:00:00 AM,19.092,,,,
356,05/12/23 07:00:00 AM,18.901,,,,
357,05/12/23 08:00:00 AM,18.711,,,,
358,05/12/23 09:00:00 AM,18.616,,,,
359,05/12/23 10:00:00 AM,18.521,,,,
360,05/12/23 11:00:00 AM,18.426,,,,
361,05/12/23 12:00:00 PM,18.711,,,,
362,05/12/23 01:00:00 PM,19.758,,,,
363,05/12/23 02:00:00 PM,20.138,,,,
364,05/12/23 03:00:00 PM,20.710,,,,
365,05/12/23 04:00:00 PM,20.805,,,,
366,05/12/23 05:00:00 PM,20.615,,,,
367,05/12/23 06:00:00 PM,20.519,,,,
368,05/12/23 07:00:00 PM,20.138,,,,
369,05/12/23 08:00:00 PM,20.329,,,,
370,05/12/23 09:00:00 PM,20.424,,,,
371,05/12/23 10:00:00 PM,20.234,,,,
372,05/12/23 11:00:00 PM,20.234,,,,
373,05/13/23 12:00:00 AM,20.234,,,,
374,05/13/23 01:00:00 AM,20.234,,,,
375,05/13/23 02:00:00 AM,20.138,,,,
376,05/13/23 03:00:00 AM,20.043,,,,
377,05/13/23 04:00:00 AM,19.948,,,,
378,05/13/23 05:00:00 AM,19.853,,,,
379,05/13/23 06:00:00 AM,19.662,,,,
380,05/13/23 07:00:00 AM,19.567,,,,
381,05/13/23 08:00:00 AM,19.472,,,,
382,05/13/23 09:00:00 AM,19.472,,,,
383,05/13/23 10:00:00 AM,19.662,,,,
384,05/13/23 11:00:00 AM,19.948,,,,
385,05/13/23 12:00:00 PM,20.329,,,,
386,05/13/23 01:00:00 PM,20.996,,,,
387,05/13/23 02:00:00 PM,20.996,,,,
388,05/13/23 03:00:00 PM,21.855,,,,
389,05/13/23 04:00:00 PM,21.664,,,,
390,05/13/23 05:00:00 PM,22.142,,,,
391,05/13/23 06:00:00 PM,21.569,,,,
392,05/13/23 07:00:00 PM,21.473,,,,
393,05/13/23 08:00:00 PM,20.996,,,,
394,05/13/23 09:00:00 PM,20.805,,,,
395,05/13/23 10:00:00 PM,20.519,,,,
396,05/13/23 11:00:00 PM,20.329,,,,
397,05/14/23 12:00:00 AM,20.043,,,,
398,05/14/23 01:00:00 AM,19.853,,,,
399,05/14/23 02:00:00 AM,19.758,,,,
400,05/14/23 03:00:00 AM,19.567,,,,
401,05/14/23 04:00:00 AM,19.377,,,,
402,05/14/23 05:00:00 AM,19.187,,,,
403,05/14/23 06:00:00 AM,18.996,,,,
404,05/14/23 07:00:00 AM,18.711,,,,
405,05/14/23 08:00:00 AM,18.521,,,,
406,05/14/23 09:00:00 AM,18.426,,,,
407,05/14/23 10:00:00 AM,18.426,,,,
408,05/14/23 11:00:00 AM,18.616,,,,
409,05/14/23 12:00:00 PM,18.806,,,,
410,05/14/23 01:00:00 PM,19.377,,,,
411,05/14/23 02:00:00 PM,19.567,,,,
412,05/14/23 03:00:00 PM,20.138,,,,
413,05/14/23 04:00:00 PM,19.662,,,,
414,05/14/23 05:00:00 PM,19.853,,,,
415,05/14/23 06:00:00 PM,19.472,,,,
416,05/14/23 07:00:00 PM,19.092,,,,
417,05/14/23 08:00:00 PM,18.616,,,,
418,05/14/23 09:00:00 PM,18.331,,,,
419,05/14/23 10:00:00 PM,18.140,,,,
420,05/14/23 11:00:00 PM,17.950,,,,
421,05/15/23 12:00:00 AM,17.760,,,,
422,05/15/23 01:00:00 AM,17.570,,,,
423,05/15/23 02:00:00 AM,17.379,,,,
424,05/15/23 03:00:00 AM,17.284,,,,
425,05/15/23 04:00:00 AM,17.094,,,,
426,05/15/23 05:00:00 AM,16.999,,,,
427,05/15/23 06:00:00 AM,16.903,,,,
428,05/15/23 07:00:00 AM,16.808,,,,
429,05/15/23 08:00:00 AM,16.808,,,,
430,05/15/23 09:00:00 AM,16.713,,,,
431,05/15/23 10:00:00 AM,16.903,,,,
432,05/15/23 11:00:00 AM,16.999,,,,
433,05/15/23 12:00:00 PM,17.094,,,,
434,05/15/23 01:00:00 PM,17.665,,,,
435,05/15/23 02:00:00 PM,18.045,,,,
436,05/15/23 03:00:00 PM,17.950,,,,
437,05/15/23 04:00:00 PM,18.140,,,,
438,05/15/23 05:00:00 PM,18.236,,,,
439,05/15/23 06:00:00 PM,18.236,,,,
440,05/15/23 07:00:00 PM,18.045,,,,
441,05/15/23 08:00:00 PM,17.855,,,,
442,05/15/23 09:00:00 PM,17.855,,,,
443,05/15/23 10:00:00 PM,17.760,,,,
444,05/15/23 11:00:00 PM,17.665,,,,
445,05/16/23 12:00:00 AM,17.570,,,,
446,05/16/23 01:00:00 AM,17.475,,,,
447,05/16/23 02:00:00 AM,17.379,,,,
448,05/16/23 03:00:00 AM,17.284,,,,
449,05/16/23 04:00:00 AM,17.189,,,,
450,05/16/23 05:00:00 AM,17.094,,,,
451,05/16/23 06:00:00 AM,16.999,,,,
452,05/16/23 07:00:00 AM,16.999,,,,
453,05/16/23 08:00:00 AM,16.999,,,,
454,05/16/23 09:00:00 AM,16.999,,,,
455,05/16/23 10:00:00 AM,17.094,,,,
456,05/16/23 11:00:00 AM,17.094,,,,
457,05/16/23 12:00:00 PM,17.189,,,,
458,05/16/23 01:00:00 PM,17.284,,,,
459,05/16/23 02:00:00 PM,17.379,,,,
460,05/16/23 03:00:00 PM,17.379,,,,
461,05/16/23 04:00:00 PM,17.475,,,,
462,05/16/23 05:00:00 PM,17.475,,,,
463,05/16/23 06:00:00 PM,17.570,,,,
464,05/16/23 07:00:00 PM,17.475,,,,
465,05/16/23 08:00:00 PM,17.379,,,,
466,05/16/23 09:00:00 PM,17.379,,,,
467,05/16/23 10:00:00 PM,17.284,,,,
468,05/16/23 11:00:00 PM,17.189,,,,
469,05/17/23 12:00:00 AM,17.094,,,,
470,05/17/23 01:00:00 AM,16.999,,,,
471,05/17/23 02:00:00 AM,16.903,,,,
472,05/17/23 03:00:00 AM,16.713,,,,
473,05/17/23 04:00:00 AM,16.523,,,,
474,05/17/23 05:00:00 AM,16.332,,,,
475,05/17/23 06:00:00 AM,16.237,,,,
476,05/17/23 07:00:00 AM,16.141,,,,
477,05/17/23 08:00:00 AM,16.046,,,,
478,05/17/23 09:00:00 AM,16.046,,,,
479,05/17/23 10:00:00 AM,16.046,,,,
480,05/17/23 11:00:00 AM,16.237,,,,
481,05/17/23 12:00:00 PM,16.523,,,,
482,05/17/23 01:00:00 PM,16.999,,,,
483,05/17/23 02:00:00 PM,17.284,,,,
484,05/17/23 03:00:00 PM,17.665,,,,
485,05/17/23 04:00:00 PM,17.760,,,,
486,05/17/23 05:00:00 PM,17.855,,,,
487,05/17/23 06:00:00 PM,17.475,,,,
488,05/17/23 07:00:00 PM,17.094,,,,
489,05/17/23 08:00:00 PM,16.713,,,,
490,05/17/23 09:00:00 PM,16.427,,,,
491,05/17/23 10:00:00 PM,16.237,,,,
492,05/17/23 11:00:00 PM,16.046,,,,
493,05/18/23 12:00:00 AM,15.951,,,,
494,05/18/23 01:00:00 AM,15.855,,,,
495,05/18/23 02:00:00 AM,15.664,,,,
496,05/18/23 03:00:00 AM,15.473,,,,
497,05/18/23 04:00:00 AM,15.282,,,,
498,05/18/23 05:00:00 AM,15.091,,,,
499,05/18/23 06:00:00 AM,14.900,,,,
500,05/18/23 07:00:00 AM,14.709,,,,
501,05/18/23 08:00:00 AM,14.613,,,,
502,05/18/23 09:00:00 AM,14.613,,,,
503,05/18/23 10:00:00 AM,14.709,,,,
504,05/18/23 11:00:00 AM,14.900,,,,
505,05/18/23 12:00:00 PM,15.282,,,,
506,05/18/23 01:00:00 PM,16.046,,,,
507,05/18/23 02:00:00 PM,16.332,,,,
508,05/18/23 03:00:00 PM,16.427,,,,
509,05/18/23 04:00:00 PM,15.569,,,,
510,05/18/23 05:00:00 PM,15.569,,,,
511,05/18/23 06:00:00 PM,15.378,,,,
512,05/18/23 07:00:00 PM,15.282,,,,
513,05/18/23 08:00:00 PM,15.569,,,,
514,05/18/23 09:00:00 PM,15.760,,,,
515,05/18/23 10:00:00 PM,15.760,,,,
516,05/18/23 11:00:00 PM,15.760,,,,
517,05/19/23 12:00:00 AM,15.664,,,,
518,05/19/23 01:00:00 AM,15.569,,,,
519,05/19/23 02:00:00 AM,15.473,,,,
520,05/19/23 03:00:00 AM,15.378,,,,
521,05/19/23 04:00:00 AM,15.187,,,,
522,05/19/23 05:00:00 AM,15.091,,,,
523,05/19/23 06:00:00 AM,14.996,,,,
524,05/19/23 07:00:00 AM,14.900,,,,
525,05/19/23 08:00:00 AM,14.900,,,,
526,05/19/23 09:00:00 AM,14.900,,,,
527,05/19/23 10:00:00 AM,15.091,,,,
528,05/19/23 11:00:00 AM,15.378,,,,
529,05/19/23 12:00:00 PM,15.187,,,,
530,05/19/23 01:00:00 PM,15.760,,,,
531,05/19/23 02:00:00 PM,15.855,,,,
532,05/19/23 03:00:00 PM,16.713,,,,
533,05/19/23 04:00:00 PM,16.427,,,,
534,05/19/23 05:00:00 PM,16.903,,,,
535,05/19/23 06:00:00 PM,16.999,,,,
536,05/19/23 07:00:00 PM,16.999,,,,
537,05/19/23 08:00:00 PM,17.189,,,,
538,05/19/23 09:00:00 PM,17.189,,,,
539,05/19/23 10:00:00 PM,17.094,,,,
540,05/19/23 11:00:00 PM,16.999,,,,
541,05/20/23 12:00:00 AM,16.999,,,,
542,05/20/23 01:00:00 AM,16.903,,,,
543,05/20/23 02:00:00 AM,16.903,,,,
544,05/20/23 03:00:00 AM,16.808,,,,
545,05/20/23 04:00:00 AM,16.713,,,,
546,05/20/23 05:00:00 AM,16.618,,,,
547,05/20/23 06:00:00 AM,16.618,,,,
548,05/20/23 07:00:00 AM,16.618,,,,
