"Plot Title: 20892176"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20892176, SEN S/N: 20892176)","Coupler Attached (LGR S/N: 20892176)","Host Connected (LGR S/N: 20892176)","End Of File (LGR S/N: 20892176)"
39,04/06/23 10:00:00 PM,8.182,,,
40,04/06/23 11:00:00 PM,8.182,,,
41,04/07/23 12:00:00 AM,8.082,,,
42,04/07/23 01:00:00 AM,7.983,,,
43,04/07/23 02:00:00 AM,7.983,,,
44,04/07/23 03:00:00 AM,7.983,,,
45,04/07/23 04:00:00 AM,7.882,,,
46,04/07/23 05:00:00 AM,7.882,,,
47,04/07/23 06:00:00 AM,7.782,,,
48,04/07/23 07:00:00 AM,7.682,,,
49,04/07/23 08:00:00 AM,7.682,,,
50,04/07/23 09:00:00 AM,8.082,,,
51,04/07/23 10:00:00 AM,8.680,,,
52,04/07/23 11:00:00 AM,9.176,,,
53,04/07/23 12:00:00 PM,9.571,,,
54,04/07/23 01:00:00 PM,9.472,,,
55,04/07/23 02:00:00 PM,9.472,,,
56,04/07/23 03:00:00 PM,9.571,,,
57,04/07/23 04:00:00 PM,9.472,,,
58,04/07/23 05:00:00 PM,9.373,,,
59,04/07/23 06:00:00 PM,9.176,,,
60,04/07/23 07:00:00 PM,8.879,,,
61,04/07/23 08:00:00 PM,8.680,,,
62,04/07/23 09:00:00 PM,8.481,,,
63,04/07/23 10:00:00 PM,8.382,,,
64,04/07/23 11:00:00 PM,8.182,,,
65,04/08/23 12:00:00 AM,7.983,,,
66,04/08/23 01:00:00 AM,7.882,,,
67,04/08/23 02:00:00 AM,7.682,,,
68,04/08/23 03:00:00 AM,7.481,,,
69,04/08/23 04:00:00 AM,7.280,,,
70,04/08/23 05:00:00 AM,7.179,,,
71,04/08/23 06:00:00 AM,7.079,,,
72,04/08/23 07:00:00 AM,7.079,,,
73,04/08/23 08:00:00 AM,7.179,,,
74,04/08/23 09:00:00 AM,7.582,,,
75,04/08/23 10:00:00 AM,8.182,,,
76,04/08/23 11:00:00 AM,8.879,,,
77,04/08/23 12:00:00 PM,9.472,,,
78,04/08/23 01:00:00 PM,9.768,,,
79,04/08/23 02:00:00 PM,9.866,,,
80,04/08/23 03:00:00 PM,9.866,,,
81,04/08/23 04:00:00 PM,9.866,,,
82,04/08/23 05:00:00 PM,9.669,,,
83,04/08/23 06:00:00 PM,9.373,,,
84,04/08/23 07:00:00 PM,9.077,,,
85,04/08/23 08:00:00 PM,8.779,,,
86,04/08/23 09:00:00 PM,8.481,,,
87,04/08/23 10:00:00 PM,8.282,,,
88,04/08/23 11:00:00 PM,8.082,,,
89,04/09/23 12:00:00 AM,7.782,,,
90,04/09/23 01:00:00 AM,7.582,,,
91,04/09/23 02:00:00 AM,7.481,,,
92,04/09/23 03:00:00 AM,7.381,,,
93,04/09/23 04:00:00 AM,7.280,,,
94,04/09/23 05:00:00 AM,7.179,,,
95,04/09/23 06:00:00 AM,7.079,,,
96,04/09/23 07:00:00 AM,6.978,,,
97,04/09/23 08:00:00 AM,7.280,,,
98,04/09/23 09:00:00 AM,7.782,,,
99,04/09/23 10:00:00 AM,8.382,,,
100,04/09/23 11:00:00 AM,9.275,,,
101,04/09/23 12:00:00 PM,10.259,,,
102,04/09/23 01:00:00 PM,11.139,,,
103,04/09/23 02:00:00 PM,11.334,,,
104,04/09/23 03:00:00 PM,11.139,,,
105,04/09/23 04:00:00 PM,10.846,,,
106,04/09/23 05:00:00 PM,10.259,,,
107,04/09/23 06:00:00 PM,9.866,,,
108,04/09/23 07:00:00 PM,9.472,,,
109,04/09/23 08:00:00 PM,9.275,,,
110,04/09/23 09:00:00 PM,9.077,,,
111,04/09/23 10:00:00 PM,8.779,,,
112,04/09/23 11:00:00 PM,8.581,,,
113,04/10/23 12:00:00 AM,8.481,,,
114,04/10/23 01:00:00 AM,8.282,,,
115,04/10/23 02:00:00 AM,8.082,,,
116,04/10/23 03:00:00 AM,7.983,,,
117,04/10/23 04:00:00 AM,7.782,,,
118,04/10/23 05:00:00 AM,7.682,,,
119,04/10/23 06:00:00 AM,7.682,,,
120,04/10/23 07:00:00 AM,7.682,,,
121,04/10/23 08:00:00 AM,7.983,,,
122,04/10/23 09:00:00 AM,8.680,,,
123,04/10/23 10:00:00 AM,9.571,,,
124,04/10/23 11:00:00 AM,10.357,,,
125,04/10/23 12:00:00 PM,11.236,,,
126,04/10/23 01:00:00 PM,12.690,,,
127,04/10/23 02:00:00 PM,12.980,,,
128,04/10/23 03:00:00 PM,12.401,,,
129,04/10/23 04:00:00 PM,12.304,,,
130,04/10/23 05:00:00 PM,12.207,,,
131,04/10/23 06:00:00 PM,11.334,,,
132,04/10/23 07:00:00 PM,10.553,,,
133,04/10/23 08:00:00 PM,10.259,,,
134,04/10/23 09:00:00 PM,10.063,,,
135,04/10/23 10:00:00 PM,9.768,,,
136,04/10/23 11:00:00 PM,9.571,,,
137,04/11/23 12:00:00 AM,9.472,,,
138,04/11/23 01:00:00 AM,9.275,,,
139,04/11/23 02:00:00 AM,9.176,,,
140,04/11/23 03:00:00 AM,9.077,,,
141,04/11/23 04:00:00 AM,8.978,,,
142,04/11/23 05:00:00 AM,8.182,,,
143,04/11/23 06:00:00 AM,8.978,,,
144,04/11/23 07:00:00 AM,9.176,,,
145,04/11/23 08:00:00 AM,9.275,,,
146,04/11/23 09:00:00 AM,9.472,,,
147,04/11/23 10:00:00 AM,9.866,,,
148,04/11/23 11:00:00 AM,10.259,,,
149,04/11/23 12:00:00 PM,10.553,,,
150,04/11/23 01:00:00 PM,10.748,,,
151,04/11/23 02:00:00 PM,10.748,,,
152,04/11/23 03:00:00 PM,10.846,,,
153,04/11/23 04:00:00 PM,11.139,,,
154,04/11/23 05:00:00 PM,11.139,,,
155,04/11/23 06:00:00 PM,11.041,,,
156,04/11/23 07:00:00 PM,10.846,,,
157,04/11/23 08:00:00 PM,10.651,,,
158,04/11/23 09:00:00 PM,10.455,,,
159,04/11/23 10:00:00 PM,10.259,,,
160,04/11/23 11:00:00 PM,10.161,,,
161,04/12/23 12:00:00 AM,10.063,,,
162,04/12/23 01:00:00 AM,10.063,,,
163,04/12/23 02:00:00 AM,9.965,,,
164,04/12/23 03:00:00 AM,9.866,,,
165,04/12/23 04:00:00 AM,9.768,,,
166,04/12/23 05:00:00 AM,9.669,,,
167,04/12/23 06:00:00 AM,8.779,,,
168,04/12/23 07:00:00 AM,9.275,,,
169,04/12/23 08:00:00 AM,9.571,,,
170,04/12/23 09:00:00 AM,9.866,,,
171,04/12/23 10:00:00 AM,10.455,,,
172,04/12/23 11:00:00 AM,10.944,,,
173,04/12/23 12:00:00 PM,11.431,,,
174,04/12/23 01:00:00 PM,11.625,,,
175,04/12/23 02:00:00 PM,11.722,,,
176,04/12/23 03:00:00 PM,11.819,,,
177,04/12/23 04:00:00 PM,11.819,,,
178,04/12/23 05:00:00 PM,11.528,,,
179,04/12/23 06:00:00 PM,11.528,,,
180,04/12/23 07:00:00 PM,11.334,,,
181,04/12/23 08:00:00 PM,11.236,,,
182,04/12/23 09:00:00 PM,11.139,,,
183,04/12/23 10:00:00 PM,10.944,,,
184,04/12/23 11:00:00 PM,10.846,,,
185,04/13/23 12:00:00 AM,10.748,,,
186,04/13/23 01:00:00 AM,10.651,,,
187,04/13/23 02:00:00 AM,10.553,,,
188,04/13/23 03:00:00 AM,10.553,,,
189,04/13/23 04:00:00 AM,10.455,,,
190,04/13/23 05:00:00 AM,10.455,,,
191,04/13/23 06:00:00 AM,10.063,,,
192,04/13/23 07:00:00 AM,9.965,,,
193,04/13/23 08:00:00 AM,10.063,,,
194,04/13/23 09:00:00 AM,11.041,,,
195,04/13/23 10:00:00 AM,12.013,,,
196,04/13/23 11:00:00 AM,13.076,,,
197,04/13/23 12:00:00 PM,13.942,,,
198,04/13/23 01:00:00 PM,14.804,,,
199,04/13/23 02:00:00 PM,15.378,,,
200,04/13/23 03:00:00 PM,15.760,,,
201,04/13/23 04:00:00 PM,15.378,,,
202,04/13/23 05:00:00 PM,14.709,,,
203,04/13/23 06:00:00 PM,13.942,,,
204,04/13/23 07:00:00 PM,13.558,,,
205,04/13/23 08:00:00 PM,13.269,,,
206,04/13/23 09:00:00 PM,12.980,,,
207,04/13/23 10:00:00 PM,12.787,,,
208,04/13/23 11:00:00 PM,12.594,,,
209,04/14/23 12:00:00 AM,12.401,,,
210,04/14/23 01:00:00 AM,12.304,,,
211,04/14/23 02:00:00 AM,12.110,,,
212,04/14/23 03:00:00 AM,12.304,,,
213,04/14/23 04:00:00 AM,12.207,,,
214,04/14/23 05:00:00 AM,12.110,,,
215,04/14/23 06:00:00 AM,11.819,,,
216,04/14/23 07:00:00 AM,11.041,,,
217,04/14/23 08:00:00 AM,10.748,,,
218,04/14/23 09:00:00 AM,10.944,,,
219,04/14/23 10:00:00 AM,13.942,,,
220,04/14/23 11:00:00 AM,15.091,,,
221,04/14/23 12:00:00 PM,16.618,,,
222,04/14/23 01:00:00 PM,17.760,,,
223,04/14/23 02:00:00 PM,18.236,,,
224,04/14/23 03:00:00 PM,18.140,,,
225,04/14/23 04:00:00 PM,17.950,,,
226,04/14/23 05:00:00 PM,17.760,,,
227,04/14/23 06:00:00 PM,17.284,,,
228,04/14/23 07:00:00 PM,16.427,,,
229,04/14/23 08:00:00 PM,14.996,,,
230,04/14/23 09:00:00 PM,14.613,,,
231,04/14/23 10:00:00 PM,14.230,,,
232,04/14/23 11:00:00 PM,13.942,,,
233,04/15/23 12:00:00 AM,13.750,,,
234,04/15/23 01:00:00 AM,13.558,,,
235,04/15/23 02:00:00 AM,13.365,,,
236,04/15/23 03:00:00 AM,13.076,,,
237,04/15/23 04:00:00 AM,12.787,,,
238,04/15/23 05:00:00 AM,12.594,,,
239,04/15/23 06:00:00 AM,12.304,,,
240,04/15/23 07:00:00 AM,11.528,,,
241,04/15/23 08:00:00 AM,9.866,,,
242,04/15/23 09:00:00 AM,10.259,,,
243,04/15/23 10:00:00 AM,10.651,,,
244,04/15/23 11:00:00 AM,11.139,,,
245,04/15/23 12:00:00 PM,15.664,,,
246,04/15/23 01:00:00 PM,16.332,,,
247,04/15/23 02:00:00 PM,16.808,,,
248,04/15/23 03:00:00 PM,16.618,,,
249,04/15/23 04:00:00 PM,16.523,,,
250,04/15/23 05:00:00 PM,16.332,,,
251,04/15/23 06:00:00 PM,15.951,,,
252,04/15/23 07:00:00 PM,15.664,,,
253,04/15/23 08:00:00 PM,15.378,,,
254,04/15/23 09:00:00 PM,14.996,,,
255,04/15/23 10:00:00 PM,14.900,,,
256,04/15/23 11:00:00 PM,14.709,,,
257,04/16/23 12:00:00 AM,14.517,,,
258,04/16/23 01:00:00 AM,14.325,,,
259,04/16/23 02:00:00 AM,14.230,,,
260,04/16/23 03:00:00 AM,14.038,,,
261,04/16/23 04:00:00 AM,13.942,,,
262,04/16/23 05:00:00 AM,13.846,,,
263,04/16/23 06:00:00 AM,13.750,,,
264,04/16/23 07:00:00 AM,13.750,,,
265,04/16/23 08:00:00 AM,13.846,,,
266,04/16/23 09:00:00 AM,12.497,,,
267,04/16/23 10:00:00 AM,11.625,,,
268,04/16/23 11:00:00 AM,11.528,,,
269,04/16/23 12:00:00 PM,11.528,,,
270,04/16/23 01:00:00 PM,14.613,,,
271,04/16/23 02:00:00 PM,15.473,,,
272,04/16/23 03:00:00 PM,15.951,,,
273,04/16/23 04:00:00 PM,16.141,,,
274,04/16/23 05:00:00 PM,16.237,,,
275,04/16/23 06:00:00 PM,16.141,,,
276,04/16/23 07:00:00 PM,15.855,,,
277,04/16/23 08:00:00 PM,15.569,,,
278,04/16/23 09:00:00 PM,15.378,,,
279,04/16/23 10:00:00 PM,14.900,,,
280,04/16/23 11:00:00 PM,14.421,,,
281,04/17/23 12:00:00 AM,14.038,,,
282,04/17/23 01:00:00 AM,14.517,,,
283,04/17/23 02:00:00 AM,14.421,,,
284,04/17/23 03:00:00 AM,14.421,,,
285,04/17/23 04:00:00 AM,14.325,,,
286,04/17/23 05:00:00 AM,14.230,,,
287,04/17/23 06:00:00 AM,14.134,,,
288,04/17/23 07:00:00 AM,14.038,,,
289,04/17/23 08:00:00 AM,14.038,,,
290,04/17/23 09:00:00 AM,13.942,,,
291,04/17/23 10:00:00 AM,12.787,,,
292,04/17/23 11:00:00 AM,11.722,,,
293,04/17/23 12:00:00 PM,11.528,,,
294,04/17/23 01:00:00 PM,11.431,,,
295,04/17/23 02:00:00 PM,13.173,,,
296,04/17/23 03:00:00 PM,13.461,,,
297,04/17/23 04:00:00 PM,13.461,,,
298,04/17/23 05:00:00 PM,13.461,,,
299,04/17/23 06:00:00 PM,13.269,,,
300,04/17/23 07:00:00 PM,13.173,,,
301,04/17/23 08:00:00 PM,13.076,,,
302,04/17/23 09:00:00 PM,12.787,,,
303,04/17/23 10:00:00 PM,11.819,,,
304,04/17/23 11:00:00 PM,10.651,,,
305,04/18/23 12:00:00 AM,10.259,,,
306,04/18/23 01:00:00 AM,10.063,,,
307,04/18/23 02:00:00 AM,10.063,,,
308,04/18/23 03:00:00 AM,13.173,,,
309,04/18/23 04:00:00 AM,13.365,,,
310,04/18/23 05:00:00 AM,13.365,,,
311,04/18/23 06:00:00 AM,13.365,,,
312,04/18/23 07:00:00 AM,13.365,,,
313,04/18/23 08:00:00 AM,13.365,,,
314,04/18/23 09:00:00 AM,13.365,,,
315,04/18/23 10:00:00 AM,13.461,,,
316,04/18/23 11:00:00 AM,11.722,,,
317,04/18/23 12:00:00 PM,10.357,,,
318,04/18/23 01:00:00 PM,10.455,,,
319,04/18/23 02:00:00 PM,10.651,,,
320,04/18/23 03:00:00 PM,13.846,,,
321,04/18/23 04:00:00 PM,14.230,,,
322,04/18/23 05:00:00 PM,14.230,,,
323,04/18/23 06:00:00 PM,14.134,,,
324,04/18/23 07:00:00 PM,14.038,,,
325,04/18/23 08:00:00 PM,13.846,,,
326,04/18/23 09:00:00 PM,13.558,,,
327,04/18/23 10:00:00 PM,13.269,,,
328,04/18/23 11:00:00 PM,13.173,,,
329,04/19/23 12:00:00 AM,10.944,,,
330,04/19/23 01:00:00 AM,9.965,,,
331,04/19/23 02:00:00 AM,9.669,,,
332,04/19/23 03:00:00 AM,12.013,,,
333,04/19/23 04:00:00 AM,12.883,,,
334,04/19/23 05:00:00 AM,12.787,,,
335,04/19/23 06:00:00 AM,12.594,,,
336,04/19/23 07:00:00 AM,12.594,,,
337,04/19/23 08:00:00 AM,12.690,,,
338,04/19/23 09:00:00 AM,12.690,,,
339,04/19/23 10:00:00 AM,12.883,,,
340,04/19/23 11:00:00 AM,13.269,,,
341,04/19/23 12:00:00 PM,12.883,,,
342,04/19/23 01:00:00 PM,9.965,,,
343,04/19/23 02:00:00 PM,9.669,,,
344,04/19/23 03:00:00 PM,11.528,,,
345,04/19/23 04:00:00 PM,13.269,,,
346,04/19/23 05:00:00 PM,13.269,,,
347,04/19/23 06:00:00 PM,13.269,,,
348,04/19/23 07:00:00 PM,13.076,,,
349,04/19/23 08:00:00 PM,12.980,,,
350,04/19/23 09:00:00 PM,12.787,,,
351,04/19/23 10:00:00 PM,12.594,,,
352,04/19/23 11:00:00 PM,12.497,,,
353,04/20/23 12:00:00 AM,12.401,,,
354,04/20/23 01:00:00 AM,9.669,,,
355,04/20/23 02:00:00 AM,8.978,,,
356,04/20/23 03:00:00 AM,8.879,,,
357,04/20/23 04:00:00 AM,11.916,,,
358,04/20/23 05:00:00 AM,11.916,,,
359,04/20/23 06:00:00 AM,11.819,,,
360,04/20/23 07:00:00 AM,11.722,,,
361,04/20/23 08:00:00 AM,11.819,,,
362,04/20/23 09:00:00 AM,12.013,,,
363,04/20/23 10:00:00 AM,12.594,,,
364,04/20/23 11:00:00 AM,13.173,,,
365,04/20/23 12:00:00 PM,13.846,,,
366,04/20/23 01:00:00 PM,14.421,,,
367,04/20/23 02:00:00 PM,14.613,,,
368,04/20/23 03:00:00 PM,14.517,,,
369,04/20/23 04:00:00 PM,14.421,,,
370,04/20/23 05:00:00 PM,14.038,,,
371,04/20/23 06:00:00 PM,13.750,,,
372,04/20/23 07:00:00 PM,13.654,,,
373,04/20/23 08:00:00 PM,13.461,,,
374,04/20/23 09:00:00 PM,13.269,,,
375,04/20/23 10:00:00 PM,12.980,,,
376,04/20/23 11:00:00 PM,12.787,,,
377,04/21/23 12:00:00 AM,12.497,,,
378,04/21/23 01:00:00 AM,12.110,,,
379,04/21/23 02:00:00 AM,9.866,,,
380,04/21/23 03:00:00 AM,9.472,,,
381,04/21/23 04:00:00 AM,11.722,,,
382,04/21/23 05:00:00 AM,11.819,,,
383,04/21/23 06:00:00 AM,11.722,,,
384,04/21/23 07:00:00 AM,11.819,,,
385,04/21/23 08:00:00 AM,12.013,,,
386,04/21/23 09:00:00 AM,12.110,,,
387,04/21/23 10:00:00 AM,12.690,,,
388,04/21/23 11:00:00 AM,13.173,,,
389,04/21/23 12:00:00 PM,14.038,,,
390,04/21/23 01:00:00 PM,14.900,,,
391,04/21/23 02:00:00 PM,15.473,,,
392,04/21/23 03:00:00 PM,15.855,,,
393,04/21/23 04:00:00 PM,15.855,,,
394,04/21/23 05:00:00 PM,15.664,,,
395,04/21/23 06:00:00 PM,14.996,,,
396,04/21/23 07:00:00 PM,14.325,,,
397,04/21/23 08:00:00 PM,13.942,,,
398,04/21/23 09:00:00 PM,13.654,,,
399,04/21/23 10:00:00 PM,13.365,,,
400,04/21/23 11:00:00 PM,13.076,,,
401,04/22/23 12:00:00 AM,12.787,,,
402,04/22/23 01:00:00 AM,12.594,,,
403,04/22/23 02:00:00 AM,10.553,,,
404,04/22/23 03:00:00 AM,9.472,,,
405,04/22/23 04:00:00 AM,9.176,,,
406,04/22/23 05:00:00 AM,11.625,,,
407,04/22/23 06:00:00 AM,12.013,,,
408,04/22/23 07:00:00 AM,12.013,,,
409,04/22/23 08:00:00 AM,12.497,,,
410,04/22/23 09:00:00 AM,13.076,,,
411,04/22/23 10:00:00 AM,13.365,,,
412,04/22/23 11:00:00 AM,13.846,,,
413,04/22/23 12:00:00 PM,14.517,,,
414,04/22/23 01:00:00 PM,14.900,,,
415,04/22/23 02:00:00 PM,14.996,,,
416,04/22/23 03:00:00 PM,15.187,,,
417,04/22/23 04:00:00 PM,15.282,,,
418,04/22/23 05:00:00 PM,15.282,,,
419,04/22/23 06:00:00 PM,14.996,,,
420,04/22/23 07:00:00 PM,14.709,,,
421,04/22/23 08:00:00 PM,14.325,,,
422,04/22/23 09:00:00 PM,14.038,,,
423,04/22/23 10:00:00 PM,13.750,,,
424,04/22/23 11:00:00 PM,13.461,,,
425,04/23/23 12:00:00 AM,13.269,,,
426,04/23/23 01:00:00 AM,12.980,,,
427,04/23/23 02:00:00 AM,12.787,,,
428,04/23/23 03:00:00 AM,10.651,,,
429,04/23/23 04:00:00 AM,10.161,,,
430,04/23/23 05:00:00 AM,10.259,,,
431,04/23/23 06:00:00 AM,12.401,,,
432,04/23/23 07:00:00 AM,12.401,,,
433,04/23/23 08:00:00 AM,12.594,,,
434,04/23/23 09:00:00 AM,12.980,,,
435,04/23/23 10:00:00 AM,13.365,,,
436,04/23/23 11:00:00 AM,13.942,,,
437,04/23/23 12:00:00 PM,14.038,,,
438,04/23/23 01:00:00 PM,13.942,,,
439,04/23/23 02:00:00 PM,13.942,,,
440,04/23/23 03:00:00 PM,13.750,,,
441,04/23/23 04:00:00 PM,13.654,,,
442,04/23/23 05:00:00 PM,13.365,,,
443,04/23/23 06:00:00 PM,13.269,,,
444,04/23/23 07:00:00 PM,13.076,,,
445,04/23/23 08:00:00 PM,12.883,,,
446,04/23/23 09:00:00 PM,12.594,,,
447,04/23/23 10:00:00 PM,12.401,,,
448,04/23/23 11:00:00 PM,12.110,,,
449,04/24/23 12:00:00 AM,12.013,,,
450,04/24/23 01:00:00 AM,11.819,,,
451,04/24/23 02:00:00 AM,11.334,,,
452,04/24/23 03:00:00 AM,10.944,,,
453,04/24/23 04:00:00 AM,9.472,,,
454,04/24/23 05:00:00 AM,9.373,,,
455,04/24/23 06:00:00 AM,9.866,,,
456,04/24/23 07:00:00 AM,11.236,,,
457,04/24/23 08:00:00 AM,11.236,,,
458,04/24/23 09:00:00 AM,11.236,,,
459,04/24/23 10:00:00 AM,11.334,,,
460,04/24/23 11:00:00 AM,11.431,,,
461,04/24/23 12:00:00 PM,11.431,,,
462,04/24/23 01:00:00 PM,11.722,,,
463,04/24/23 02:00:00 PM,11.819,,,
464,04/24/23 03:00:00 PM,11.819,,,
465,04/24/23 04:00:00 PM,11.528,,,
466,04/24/23 05:00:00 PM,11.625,,,
467,04/24/23 06:00:00 PM,11.625,,,
468,04/24/23 07:00:00 PM,11.625,,,
469,04/24/23 08:00:00 PM,11.625,,,
470,04/24/23 09:00:00 PM,11.528,,,
471,04/24/23 10:00:00 PM,11.528,,,
472,04/24/23 11:00:00 PM,11.528,,,
473,04/25/23 12:00:00 AM,11.431,,,
474,04/25/23 01:00:00 AM,11.431,,,
475,04/25/23 02:00:00 AM,11.431,,,
476,04/25/23 03:00:00 AM,11.334,,,
477,04/25/23 04:00:00 AM,11.431,,,
478,04/25/23 05:00:00 AM,11.041,,,
479,04/25/23 06:00:00 AM,11.236,,,
480,04/25/23 07:00:00 AM,11.334,,,
481,04/25/23 08:00:00 AM,11.334,,,
482,04/25/23 09:00:00 AM,11.334,,,
483,04/25/23 10:00:00 AM,11.431,,,
484,04/25/23 11:00:00 AM,11.528,,,
485,04/25/23 12:00:00 PM,11.528,,,
486,04/25/23 01:00:00 PM,11.528,,,
487,04/25/23 02:00:00 PM,11.625,,,
488,04/25/23 03:00:00 PM,11.625,,,
489,04/25/23 04:00:00 PM,11.722,,,
490,04/25/23 05:00:00 PM,11.722,,,
491,04/25/23 06:00:00 PM,11.625,,,
492,04/25/23 07:00:00 PM,11.528,,,
493,04/25/23 08:00:00 PM,11.528,,,
494,04/25/23 09:00:00 PM,11.431,,,
495,04/25/23 10:00:00 PM,11.431,,,
496,04/25/23 11:00:00 PM,11.334,,,
497,04/26/23 12:00:00 AM,11.334,,,
498,04/26/23 01:00:00 AM,11.236,,,
499,04/26/23 02:00:00 AM,11.236,,,
500,04/26/23 03:00:00 AM,11.236,,,
501,04/26/23 04:00:00 AM,11.139,,,
502,04/26/23 05:00:00 AM,11.139,,,
503,04/26/23 06:00:00 AM,11.139,,,
504,04/26/23 07:00:00 AM,11.139,,,
505,04/26/23 08:00:00 AM,11.236,,,
506,04/26/23 09:00:00 AM,11.334,,,
507,04/26/23 10:00:00 AM,11.528,,,
508,04/26/23 11:00:00 AM,11.722,,,
509,04/26/23 12:00:00 PM,11.819,,,
510,04/26/23 01:00:00 PM,11.916,,,
511,04/26/23 02:00:00 PM,12.207,,,
512,04/26/23 03:00:00 PM,12.304,,,
513,04/26/23 04:00:00 PM,12.304,,,
514,04/26/23 05:00:00 PM,12.304,,,
515,04/26/23 06:00:00 PM,12.304,,,
516,04/26/23 07:00:00 PM,12.207,,,
517,04/26/23 08:00:00 PM,11.916,,,
518,04/26/23 09:00:00 PM,11.722,,,
519,04/26/23 10:00:00 PM,11.528,,,
520,04/26/23 11:00:00 PM,11.334,,,
521,04/27/23 12:00:00 AM,11.139,,,
522,04/27/23 01:00:00 AM,10.944,,,
523,04/27/23 02:00:00 AM,10.748,,,
524,04/27/23 03:00:00 AM,10.651,,,
525,04/27/23 04:00:00 AM,10.651,,,
526,04/27/23 05:00:00 AM,10.651,,,
527,04/27/23 06:00:00 AM,10.553,,,
528,04/27/23 07:00:00 AM,10.553,,,
529,04/27/23 08:00:00 AM,10.846,,,
530,04/27/23 09:00:00 AM,11.236,,,
531,04/27/23 10:00:00 AM,12.013,,,
532,04/27/23 11:00:00 AM,12.401,,,
533,04/27/23 12:00:00 PM,12.787,,,
534,04/27/23 01:00:00 PM,12.883,,,
535,04/27/23 02:00:00 PM,12.883,,,
536,04/27/23 03:00:00 PM,13.269,,,
537,04/27/23 04:00:00 PM,13.846,,,
538,04/27/23 05:00:00 PM,13.558,,,
539,04/27/23 06:00:00 PM,13.365,,,
540,04/27/23 07:00:00 PM,12.980,,,
541,04/27/23 08:00:00 PM,12.690,,,
542,04/27/23 09:00:00 PM,12.401,,,
543,04/27/23 10:00:00 PM,12.207,,,
544,04/27/23 11:00:00 PM,12.013,,,
545,04/28/23 12:00:00 AM,11.819,,,
546,04/28/23 01:00:00 AM,11.625,,,
547,04/28/23 02:00:00 AM,11.431,,,
548,04/28/23 03:00:00 AM,11.334,,,
549,04/28/23 04:00:00 AM,11.334,,,
550,04/28/23 05:00:00 AM,11.236,,,
551,04/28/23 06:00:00 AM,11.236,,,
552,04/28/23 07:00:00 AM,11.334,,,
553,04/28/23 08:00:00 AM,11.722,,,
554,04/28/23 09:00:00 AM,12.401,,,
555,04/28/23 10:00:00 AM,13.461,,,
556,04/28/23 11:00:00 AM,14.421,,,
557,04/28/23 12:00:00 PM,15.855,,,
558,04/28/23 01:00:00 PM,16.713,,,
559,04/28/23 02:00:00 PM,17.189,,,
560,04/28/23 03:00:00 PM,17.284,,,
561,04/28/23 04:00:00 PM,16.618,,,
562,04/28/23 05:00:00 PM,15.187,,,
563,04/28/23 06:00:00 PM,14.421,,,
564,04/28/23 07:00:00 PM,14.038,,,
565,04/28/23 08:00:00 PM,13.558,,,
566,04/28/23 09:00:00 PM,13.365,,,
567,04/28/23 10:00:00 PM,13.173,,,
568,04/28/23 11:00:00 PM,13.076,,,
569,04/29/23 12:00:00 AM,13.173,,,
570,04/29/23 01:00:00 AM,13.173,,,
571,04/29/23 02:00:00 AM,13.076,,,
572,04/29/23 03:00:00 AM,12.980,,,
573,04/29/23 04:00:00 AM,12.980,,,
